

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1736607385
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-2.75,
1,2910065340557820165,-2.69,
2,2902201770801365469,-3.00,
3,2893986434666987807,-2.69,
4,2918313179895300117,-2.69,
5,2935393797722341677,-2.75,
6,2910065340557820165,-2.69,
7,2902201770801365469,-3.00,
8,2893986434666987807,-2.69,
9,2918313179895300117,-2.69,
10,2935393797722341677,-2.75,
11,2910065340557820165,-2.69,
12,2902201770801365469,-3.00,
13,2893986434666987807,-2.69,
14,2918313179895300117,-2.69,
15,2935393797722341677,-2.69,
16,2910065340557820165,-2.69,
17,2902201770801365469,-3.00,
18,2893986434666987807,-2.69,
19,2918313179895300117,-2.69,
20,2935393797722341677,-2.69,
21,2910065340557820165,-2.69,
22,2902201770801365469,-3.00,
23,2893986434666987807,-2.62,
24,2918313179895300117,-2.69,
25,2935393797722341677,-2.69,
26,2910065340557820165,-2.69,
27,2902201770801365469,-3.00,
28,2893986434666987807,-2.62,
29,2918313179895300117,-2.69,
THERMISTORS_STOP

DATA-stop

