

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1734799629
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,0.75,
1,2910065340557820165,0.75,
2,2902201770801365469,0.69,
3,2893986434666987807,0.94,
4,2918313179895300117,0.94,
5,2935393797722341677,0.81,
6,2910065340557820165,0.75,
7,2902201770801365469,0.69,
8,2893986434666987807,1.00,
9,2918313179895300117,0.94,
10,2935393797722341677,0.75,
11,2910065340557820165,0.81,
12,2902201770801365469,0.69,
13,2893986434666987807,1.00,
14,2918313179895300117,0.94,
15,2935393797722341677,0.81,
16,2910065340557820165,0.75,
17,2902201770801365469,0.69,
18,2893986434666987807,1.00,
19,2918313179895300117,0.94,
20,2935393797722341677,0.81,
21,2910065340557820165,0.81,
22,2902201770801365469,0.69,
23,2893986434666987807,1.00,
24,2918313179895300117,0.94,
25,2935393797722341677,0.81,
26,2910065340557820165,0.81,
27,2902201770801365469,0.69,
28,2893986434666987807,1.00,
29,2918313179895300117,0.94,
THERMISTORS_STOP

DATA-stop

