

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1738424742
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-2.69,
1,2910065340557820165,-2.87,
2,2902201770801365469,-3.31,
3,2893986434666987807,-3.75,
4,2918313179895300117,-3.12,
5,2935393797722341677,-2.62,
6,2910065340557820165,-2.87,
7,2902201770801365469,-3.31,
8,2893986434666987807,-3.75,
9,2918313179895300117,-3.12,
10,2935393797722341677,-2.62,
11,2910065340557820165,-2.87,
12,2902201770801365469,-3.31,
13,2893986434666987807,-3.75,
14,2918313179895300117,-3.12,
15,2935393797722341677,-2.62,
16,2910065340557820165,-2.87,
17,2902201770801365469,-3.37,
18,2893986434666987807,-3.75,
19,2918313179895300117,-3.12,
20,2935393797722341677,-2.62,
21,2910065340557820165,-2.87,
22,2902201770801365469,-3.31,
23,2893986434666987807,-3.75,
24,2918313179895300117,-3.12,
25,2935393797722341677,-2.62,
26,2910065340557820165,-2.87,
27,2902201770801365469,-3.31,
28,2893986434666987807,-3.75,
29,2918313179895300117,-3.12,
THERMISTORS_STOP

DATA-stop

