

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1735474722
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,3.81,
1,2910065340557820165,3.81,
2,2902201770801365469,3.69,
3,2893986434666987807,3.81,
4,2918313179895300117,3.81,
5,2935393797722341677,3.81,
6,2910065340557820165,3.81,
7,2902201770801365469,3.69,
8,2893986434666987807,3.81,
9,2918313179895300117,3.81,
10,2935393797722341677,3.81,
11,2910065340557820165,3.81,
12,2902201770801365469,3.69,
13,2893986434666987807,3.81,
14,2918313179895300117,3.81,
15,2935393797722341677,3.81,
16,2910065340557820165,3.81,
17,2902201770801365469,3.69,
18,2893986434666987807,3.81,
19,2918313179895300117,3.81,
20,2935393797722341677,3.81,
21,2910065340557820165,3.81,
22,2902201770801365469,3.69,
23,2893986434666987807,3.81,
24,2918313179895300117,3.81,
25,2935393797722341677,3.81,
26,2910065340557820165,3.81,
27,2902201770801365469,3.69,
28,2893986434666987807,3.81,
29,2918313179895300117,3.81,
THERMISTORS_STOP

DATA-stop

