

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1734661578
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,3.25,
1,2910065340557820165,3.25,
2,2902201770801365469,2.62,
3,2893986434666987807,3.31,
4,2918313179895300117,2.50,
5,2935393797722341677,3.25,
6,2910065340557820165,3.25,
7,2902201770801365469,2.62,
8,2893986434666987807,3.31,
9,2918313179895300117,2.44,
10,2935393797722341677,3.25,
11,2910065340557820165,3.19,
12,2902201770801365469,2.62,
13,2893986434666987807,3.31,
14,2918313179895300117,2.50,
15,2935393797722341677,3.25,
16,2910065340557820165,3.25,
17,2902201770801365469,2.62,
18,2893986434666987807,3.31,
19,2918313179895300117,2.50,
20,2935393797722341677,3.25,
21,2910065340557820165,3.25,
22,2902201770801365469,2.62,
23,2893986434666987807,3.31,
24,2918313179895300117,2.50,
25,2935393797722341677,3.25,
26,2910065340557820165,3.25,
27,2902201770801365469,2.62,
28,2893986434666987807,3.31,
29,2918313179895300117,2.44,
THERMISTORS_STOP

DATA-stop

