

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1734724901
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-1.62,
1,2910065340557820165,-1.62,
2,2902201770801365469,-1.94,
3,2893986434666987807,-1.62,
4,2918313179895300117,-1.56,
5,2935393797722341677,-1.62,
6,2910065340557820165,-1.62,
7,2902201770801365469,-1.94,
8,2893986434666987807,-1.62,
9,2918313179895300117,-1.56,
10,2935393797722341677,-1.56,
11,2910065340557820165,-1.62,
12,2902201770801365469,-1.94,
13,2893986434666987807,-1.62,
14,2918313179895300117,-1.56,
15,2935393797722341677,-1.56,
16,2910065340557820165,-1.62,
17,2902201770801365469,-1.87,
18,2893986434666987807,-1.62,
19,2918313179895300117,-1.56,
20,2935393797722341677,-1.56,
21,2910065340557820165,-1.62,
22,2902201770801365469,-1.94,
23,2893986434666987807,-1.62,
24,2918313179895300117,-1.56,
25,2935393797722341677,-1.56,
26,2910065340557820165,-1.62,
27,2902201770801365469,-1.94,
28,2893986434666987807,-1.62,
29,2918313179895300117,-1.56,
THERMISTORS_STOP

DATA-stop

