

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1735863841
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-7.87,
1,2910065340557820165,-7.94,
2,2902201770801365469,-8.06,
3,2893986434666987807,-7.81,
4,2918313179895300117,-7.75,
5,2935393797722341677,-7.87,
6,2910065340557820165,-7.94,
7,2902201770801365469,-8.06,
8,2893986434666987807,-7.81,
9,2918313179895300117,-7.75,
10,2935393797722341677,-7.87,
11,2910065340557820165,-7.94,
12,2902201770801365469,-8.06,
13,2893986434666987807,-7.81,
14,2918313179895300117,-7.75,
15,2935393797722341677,-7.87,
16,2910065340557820165,-7.94,
17,2902201770801365469,-8.06,
18,2893986434666987807,-7.81,
19,2918313179895300117,-7.75,
20,2935393797722341677,-7.87,
21,2910065340557820165,-7.94,
22,2902201770801365469,-8.06,
23,2893986434666987807,-7.81,
24,2918313179895300117,-7.69,
25,2935393797722341677,-7.87,
26,2910065340557820165,-7.94,
27,2902201770801365469,-8.06,
28,2893986434666987807,-7.81,
29,2918313179895300117,-7.75,
THERMISTORS_STOP

DATA-stop

