

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1736028326
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-12.19,
1,2910065340557820165,-12.19,
2,2902201770801365469,-12.81,
3,2893986434666987807,-12.50,
4,2918313179895300117,-12.31,
5,2935393797722341677,-12.19,
6,2910065340557820165,-12.19,
7,2902201770801365469,-12.81,
8,2893986434666987807,-12.50,
9,2918313179895300117,-12.31,
10,2935393797722341677,-12.19,
11,2910065340557820165,-12.19,
12,2902201770801365469,-12.81,
13,2893986434666987807,-12.50,
14,2918313179895300117,-12.31,
15,2935393797722341677,-12.19,
16,2910065340557820165,-12.19,
17,2902201770801365469,-12.81,
18,2893986434666987807,-12.50,
19,2918313179895300117,-12.31,
20,2935393797722341677,-12.19,
21,2910065340557820165,-12.19,
22,2902201770801365469,-12.81,
23,2893986434666987807,-12.50,
24,2918313179895300117,-12.31,
25,2935393797722341677,-12.19,
26,2910065340557820165,-12.19,
27,2902201770801365469,-12.75,
28,2893986434666987807,-12.50,
29,2918313179895300117,-12.31,
THERMISTORS_STOP

DATA-stop

