

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1742111850
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,3.19,
1,2910065340557820165,3.19,
2,2902201770801365469,3.31,
3,2893986434666987807,3.37,
4,2918313179895300117,3.44,
5,2935393797722341677,3.19,
6,2910065340557820165,3.19,
7,2902201770801365469,3.31,
8,2893986434666987807,3.37,
9,2918313179895300117,3.50,
10,2935393797722341677,3.19,
11,2910065340557820165,3.19,
12,2902201770801365469,3.31,
13,2893986434666987807,3.37,
14,2918313179895300117,3.44,
15,2935393797722341677,3.19,
16,2910065340557820165,3.19,
17,2902201770801365469,3.31,
18,2893986434666987807,3.37,
19,2918313179895300117,3.50,
20,2935393797722341677,3.19,
21,2910065340557820165,3.19,
22,2902201770801365469,3.31,
23,2893986434666987807,3.37,
24,2918313179895300117,3.50,
25,2935393797722341677,3.19,
26,2910065340557820165,3.19,
27,2902201770801365469,3.31,
28,2893986434666987807,3.37,
29,2918313179895300117,3.50,
THERMISTORS_STOP

DATA-stop

