

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1741938270
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-1.62,
1,2910065340557820165,-1.62,
2,2902201770801365469,2.19,
3,2893986434666987807,0.25,
4,2918313179895300117,1.87,
5,2935393797722341677,-1.62,
6,2910065340557820165,-1.62,
7,2902201770801365469,2.19,
8,2893986434666987807,0.25,
9,2918313179895300117,1.87,
10,2935393797722341677,-1.62,
11,2910065340557820165,-1.62,
12,2902201770801365469,2.19,
13,2893986434666987807,0.25,
14,2918313179895300117,1.87,
15,2935393797722341677,-1.62,
16,2910065340557820165,-1.62,
17,2902201770801365469,2.25,
18,2893986434666987807,0.31,
19,2918313179895300117,1.87,
20,2935393797722341677,-1.56,
21,2910065340557820165,-1.56,
22,2902201770801365469,2.25,
23,2893986434666987807,0.31,
24,2918313179895300117,1.94,
25,2935393797722341677,-1.56,
26,2910065340557820165,-1.62,
27,2902201770801365469,2.25,
28,2893986434666987807,0.31,
29,2918313179895300117,1.94,
THERMISTORS_STOP

DATA-stop

