

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1740891369
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-0.50,
1,2910065340557820165,-0.69,
2,2902201770801365469,-1.19,
3,2893986434666987807,-0.69,
4,2918313179895300117,-0.88,
5,2935393797722341677,-0.50,
6,2910065340557820165,-0.62,
7,2902201770801365469,-1.12,
8,2893986434666987807,-0.62,
9,2918313179895300117,-0.88,
10,2935393797722341677,-0.44,
11,2910065340557820165,-0.62,
12,2902201770801365469,-1.12,
13,2893986434666987807,-0.62,
14,2918313179895300117,-0.88,
15,2935393797722341677,-0.50,
16,2910065340557820165,-0.62,
17,2902201770801365469,-1.12,
18,2893986434666987807,-0.62,
19,2918313179895300117,-0.88,
20,2935393797722341677,-0.50,
21,2910065340557820165,-0.62,
22,2902201770801365469,-1.12,
23,2893986434666987807,-0.62,
24,2918313179895300117,-0.81,
25,2935393797722341677,-0.44,
26,2910065340557820165,-0.62,
27,2902201770801365469,-1.12,
28,2893986434666987807,-0.62,
29,2918313179895300117,-0.81,
THERMISTORS_STOP

DATA-stop

