

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1739750670
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-8.25,
1,2910065340557820165,-8.25,
2,2902201770801365469,-8.56,
3,2893986434666987807,-8.38,
4,2918313179895300117,-8.06,
5,2935393797722341677,-8.25,
6,2910065340557820165,-8.25,
7,2902201770801365469,-8.56,
8,2893986434666987807,-8.38,
9,2918313179895300117,-8.06,
10,2935393797722341677,-8.25,
11,2910065340557820165,-8.25,
12,2902201770801365469,-8.50,
13,2893986434666987807,-8.38,
14,2918313179895300117,-8.06,
15,2935393797722341677,-8.25,
16,2910065340557820165,-8.19,
17,2902201770801365469,-8.50,
18,2893986434666987807,-8.38,
19,2918313179895300117,-8.06,
20,2935393797722341677,-8.25,
21,2910065340557820165,-8.25,
22,2902201770801365469,-8.50,
23,2893986434666987807,-8.38,
24,2918313179895300117,-8.06,
25,2935393797722341677,-8.25,
26,2910065340557820165,-8.19,
27,2902201770801365469,-8.50,
28,2893986434666987807,-8.38,
29,2918313179895300117,-8.06,
THERMISTORS_STOP

DATA-stop

