

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1741378230
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,4.94,
1,2910065340557820165,4.94,
2,2902201770801365469,4.94,
3,2893986434666987807,5.12,
4,2918313179895300117,5.19,
5,2935393797722341677,4.94,
6,2910065340557820165,5.00,
7,2902201770801365469,4.94,
8,2893986434666987807,5.12,
9,2918313179895300117,5.12,
10,2935393797722341677,4.94,
11,2910065340557820165,5.00,
12,2902201770801365469,4.94,
13,2893986434666987807,5.12,
14,2918313179895300117,5.12,
15,2935393797722341677,4.94,
16,2910065340557820165,5.00,
17,2902201770801365469,4.94,
18,2893986434666987807,5.12,
19,2918313179895300117,5.12,
20,2935393797722341677,5.00,
21,2910065340557820165,5.00,
22,2902201770801365469,4.94,
23,2893986434666987807,5.12,
24,2918313179895300117,5.12,
25,2935393797722341677,5.00,
26,2910065340557820165,5.00,
27,2902201770801365469,4.94,
28,2893986434666987807,5.12,
29,2918313179895300117,5.19,
THERMISTORS_STOP

DATA-stop

