

DATA-start

THERMISTORS_START
THERMISTORS_POSIX_TIME_START: 1739896051
READING_NBR,THERMISTOR_ID,CELCIUS,
0,2935393797722341677,-1.56,
1,2910065340557820165,-1.62,
2,2902201770801365469,-2.19,
3,2893986434666987807,-1.81,
4,2918313179895300117,-1.87,
5,2935393797722341677,-1.56,
6,2910065340557820165,-1.62,
7,2902201770801365469,-2.19,
8,2893986434666987807,-1.81,
9,2918313179895300117,-1.87,
10,2935393797722341677,-1.56,
11,2910065340557820165,-1.62,
12,2902201770801365469,-2.19,
13,2893986434666987807,-1.81,
14,2918313179895300117,-1.87,
15,2935393797722341677,-1.56,
16,2910065340557820165,-1.62,
17,2902201770801365469,-2.19,
18,2893986434666987807,-1.81,
19,2918313179895300117,-1.87,
20,2935393797722341677,-1.56,
21,2910065340557820165,-1.62,
22,2902201770801365469,-2.19,
23,2893986434666987807,-1.81,
24,2918313179895300117,-1.87,
25,2935393797722341677,-1.56,
26,2910065340557820165,-1.62,
27,2902201770801365469,-2.19,
28,2893986434666987807,-1.81,
29,2918313179895300117,-1.87,
THERMISTORS_STOP

DATA-stop

